tag,name,trophies,explevel,arena,clan
#URJQGLU28,megashawty67,1871,20,P.E.K.K.A's Playhouse,weHateMegaNight
#VPGGG8CU2,tinyshawty69,3429,25,Electro Valley,weHateMegaNight
#U0UUCVUL2,mb cuh,2181,22,Royal Arena,weHateMegaNight
#J9UCVGVRJ,iwantaspaceship,2030,19,Royal Arena,weHateMegaNight
#20LU88PUY0,peaeaxx,1957,20,P.E.K.K.A's Playhouse,No Clan
#V2QVYUYV8,alyssa.b,4479,30,Rascal's Hideout,weHateMegaNight
#20R0R20CL2,wildguy02,3400,28,Electro Valley,weHateMegaNight
#9CJ280P8Q,TheBIGcheese130,6799,37,Silent Sanctuary,weHateMegaNight
#J0J9RUQRJ,a name,4260,29,Rascal's Hideout,No Clan
#VYUYYUYRP,monkey,4921,32,Serenity Peak,weHateMegaNight
#20PRCYLL2Y,SSGodzillaPG,4412,28,Rascal's Hideout,No Clan
#U82YP0JJJ,bulletdog22,5680,34,Executioner's Kitchen,weHateMegaNight
#V92JV8PPJ,yourFBIagent,7060,35,Dragon Spa,NIce Good GamER
#YLVL2QGQ9,kumo,7385,38,Dragon Spa,weHateMegaNight
#V0VR0JQQ8,im crying,7500,37,Boot Camp,weHateMegaNight
#U8JVC9U2J,superbugsy,6681,38,Silent Sanctuary,weHateMegaNight
#20GUCRJPVG,DooDoo,6011,32,Royal Crypt,No Clan
#V2CG8PUC2,doitjigglelol,6117,28,Royal Crypt,weHateMegaNight
#CVV90LVR0,"antwanbiggins""",7430,38,Dragon Spa,weHateMegaNight
#UP8Q0V02Y,marz,6655,34,Silent Sanctuary,weHateMegaNight
#YL2L2RRP2,Mr Fizzy,6789,36,Silent Sanctuary,weHateMegaNight
#UVGYQ90JJ,wiebe,7449,34,Dragon Spa,weHateMegaNight
#L0PRGJGYV,bux,7661,45,Boot Camp,weHateMegaNight
#U8GQC9G20,IXx CHIP xXI,7220,39,Dragon Spa,weHateMegaNight
#22UGVR2Q,WolfDragon,7330,45,Dragon Spa,No Clan
#GJUV29C80,big boi,7488,41,Dragon Spa,weHateMegaNight
#LP2GRQPP2,Honda Odyssey,8176,45,Clash Fest,weHateMegaNight
#GV2RLPRQ8,angel,8002,49,Clash Fest,AMG
#8QRJ2PGJ9,ShredThePred,8000,46,Clash Fest,weHateMegaNight
#UVQGLCUQP,Theelegendplayz,8158,40,Clash Fest,No Clan
#U9GVP0LYJ,candymann,8838,42,PANCAKES!,No Clan
#GVGGV2R82,LavaLampDrinker,8510,43,PANCAKES!,weHateMegaNight
#U0J2LQ0PP,chix,9060,46,Valkalla,weHateMegaNight
#GCCU2C92P,sausage,8500,45,PANCAKES!,weHateMegaNight
#G22JGYC0U,Mavotic,9317,50,Valkalla,weHateMegaNight
#V98PP289U,pillow,9001,63,Valkalla,weHateMegaNight
#UC2CYL2PG,PEKKA>MK,9139,52,Valkalla,weHateMegaNight
#JJLYJ2CGY,RemGod MINI,9231,48,Valkalla,No Clan
#UV82CLJRU,eitan,6530,35,Silent Sanctuary,הכושים
#208YPVY2PL,splinter,6768,29,Silent Sanctuary,SuperJEWS
#CUJ0C2JGC,elroi manzur,5502,33,Executioner's Kitchen,SuperJEWS
#UCJGLUCCU,ilay,5700,31,Executioner's Kitchen,SuperJEWS
#RJL0RRUYL,Ilay,6616,34,Silent Sanctuary,SuperJEWS
#28QLQLU2U,ULTRAS HAPOEL,6195,32,Royal Crypt,SuperJEWS
#JCRLQ2L9,Elitos,6405,37,Royal Crypt,SuperJEWS
#UJ8LPLPVC,خالد,7217,41,Dragon Spa,SuperJEWS
#GQLV92QY,jorden,7332,43,Dragon Spa,Uri Caduri
#QCYG9QJ,DuDu,6774,37,Silent Sanctuary,SuperJEWS
#R0P9LL8P0,nitay bc,6934,35,Silent Sanctuary,SuperJEWS
#9P9298UCP,ido,6847,38,Silent Sanctuary,SuperJEWS
#VYUY8J000,נועם המלך,6892,39,Silent Sanctuary,SuperJEWS
#22V028UJJ,צ׳ןצ׳ן גורו,7060,35,Dragon Spa,SuperJEWS
#LR009Q9,bar the king,7162,43,Dragon Spa,SuperJEWS
#2CGP089YC,pingo,7171,41,Dragon Spa,SuperJEWS
#YLY9J9Q8V,nadav,7833,42,Boot Camp,SuperJEWS
#V2JLPG22J,CREEPERBOOST,7629,50,Boot Camp,SuperJEWS
#R29CCCVUC,omerco,7870,42,Boot Camp,SuperJEWS
#8LYJJJJCJ,leon11111,8054,38,Clash Fest,SuperJEWS
#CJCLQVJVJ,ammro,7870,38,Boot Camp,No Clan
#Y02890CQJ,betinho,8211,46,Clash Fest,SuperJEWS
#Q2QLVQ9RU,Eitan BS,8679,49,PANCAKES!,SuperJEWS
#J2P8PYR9L,okok,9137,41,Valkalla,פלגה ד
#20PLV9Y99V,shvimer,8218,41,Clash Fest,Clan #G9V8YYQV
#VVL8UQPJQ,Nehoray,8073,51,Clash Fest,SuperJEWS
#QV2PG8J9J,koren,8303,45,Clash Fest,המגבוניה השישית
#CCLLV8QLY,yoavHio,8530,47,PANCAKES!,SuperJEWS
#YURL29RR2,Love_Your_MaMa,8955,50,PANCAKES!,SuperJEWS
#CYVVGV8,maitan12,8776,49,PANCAKES!,SuperJEWS
#CLJCQ8J,shay kerklies,9560,46,Legendary Arena,SuperJEWS
#8CUPY8QY,a.t,9120,67,Valkalla,SuperJEWS
#V99V9UGGJ,Axolito,390,4,Bone Pit,mdjt
#2008Y9L220,captain absalom,2300,34,Frozen Peak,adi sabagi
#J0L02Y00U,peni5,2473,36,Frozen Peak,adi sabagi
#20PPPY0RG2,אנס סדרתי,5796,30,Executioner's Kitchen,adi sabagi
#G8RV2PUYP,Noamboy,3910,26,Spooky Town,adi sabagi
#UJRVUGJPQ,sabagi,7180,32,Dragon Spa,adi sabagi
#UY00C08YQ,shadmi,4757,30,Serenity Peak,adi sabagi
#J8UPJP8CC,Winz,4749,29,Serenity Peak,adi sabagi
#2088Y0GUL2,Hornet,5610,30,Executioner's Kitchen,No Clan
#UU9LP2CCL,Matan katan,5699,31,Executioner's Kitchen,adi sabagi
#UUCG8URVV,Nadavs,6639,27,Silent Sanctuary,adi sabagi
#8LGLPCJ28,rani,6365,39,Royal Crypt,adi sabagi
#2009GG8C0P,gon,6856,35,Silent Sanctuary,adi sabagi
#JR8JPY998,deez,6805,37,Silent Sanctuary,adi sabagi
#8P9VQRG0Q,אייל המלך,7542,37,Boot Camp,adi sabagi
#V0VG9RP0R,lahav,7564,39,Boot Camp,adi sabagi
#C0VLYGRU9,BigManDanik,8181,39,Clash Fest,los expulsados
#88C2QY92C,katzar,7025,37,Dragon Spa,adi sabagi
#V0QY8VJVC,assafa,7834,39,Boot Camp,adi sabagi
#UV9PGQ8Y0,Maman,7786,38,Boot Camp,adi sabagi
#PRC09VJVP,king,7393,40,Dragon Spa,adi sabagi
#LURLVJQYY,Mister Teddy,8061,39,Clash Fest,adi sabagi
#GUU99UPJQ,Rosen,7530,37,Boot Camp,adi sabagi
#U0C9RRCLQ,Tal,7532,34,Boot Camp,adi sabagi
#LQJC8PC8C,Juanti!,8595,49,PANCAKES!,adi sabagi
#CYCQJYQ22,nab,10126,60,Lumberlove Cabin,adi sabagi
#9CP2U8VC2,אופק,8632,41,PANCAKES!,adi sabagi
#20PJJU0YLG,bbbbb,10000,42,Lumberlove Cabin,adi sabagi
#GQYJUVYUU,מיכאל המלך,8745,36,PANCAKES!,adi sabagi
#R29PY220,dark prins,8588,51,PANCAKES!,adi sabagi
#2Q90J8J2V,MEX Ramos I,10000,58,Lumberlove Cabin,Devious
#V9PV0GVRL,Kicia Kocia,3470,30,Electro Valley,Calisthenics
#VJCP9YP09,donek,6562,31,Silent Sanctuary,Calisthenics
#VCJRVJVYG,Warki,6243,36,Royal Crypt,Calisthenics
#JQ0P0J9VP,UruhHai21,7264,33,Dragon Spa,No Clan
#J08QY0RPQ,juan,7566,42,Boot Camp,Calisthenics
#J9GVJV2JJ,superlopez_1968,7706,37,Boot Camp,Calisthenics
#QVU0R8QP8,Miki,7045,38,Dragon Spa,No Clan
#RCQ9RV2GV,Foxuu,7247,39,Dragon Spa,Calisthenics
#GGYP2GC8V,Mitold,7565,38,Boot Camp,Calisthenics
#V8CU8LYJQ,Chigga,7443,37,Dragon Spa,Calisthenics
#2029J9RPGL,seoul,8149,39,Clash Fest,我门爱啤酒！
#8R2UYPUJY,Aniok,7714,40,Boot Camp,Calisthenics
#8LRYP8CQV,wiki,8538,44,PANCAKES!,Calisthenics
#UVLRCV08Q,cretyn,8389,42,Clash Fest,Calisthenics
#U0GU9UCY8,ALBARO:3,7842,40,Boot Camp,No Clan
#8208PGUV0,Kubix,8392,43,Clash Fest,Calisthenics
#989YG9929,suvradip,9922,55,Legendary Arena,Calisthenics
#JYJ8CUV00,NurDerHsv,8740,51,PANCAKES!,Calisthenics
#QVUYLYYR0,jaki,8530,43,PANCAKES!,Calisthenics
#YJ0UQPJJQ,gnatWRLD,8789,46,PANCAKES!,Calisthenics
#V22JP8Y8L,uh.zak,9501,42,Legendary Arena,Calisthenics
#J9PV92RGU,4L3X1N,9276,55,Valkalla,Calisthenics
#LJ2822YGP,mightymouse14,3563,22,Electro Valley,goon
#V8Y8QPL8Q,noob,4146,28,Spooky Town,No Clan
#8LL2Y8LGL,Tedster,3987,32,Spooky Town,goon
#UUGQUV9RL,Cumler,6405,36,Royal Crypt,Beliveau clan
#9V98QJUYU,TacoDan,6407,35,Royal Crypt,No Clan
#UUV8U9QVU,large,7167,41,Dragon Spa,goon
#YCYR2QGPV,piciu28,6870,35,Silent Sanctuary,goon
#200YVYVY0Q,TheLimeeDino,7560,38,Boot Camp,goon
#C8JJYYJPR,PridefulWeeb,7148,37,Dragon Spa,No Clan
#920220VUL,booradley,7477,40,Dragon Spa,goon
#LRGJPYJG0,hi,7170,38,Dragon Spa,No Clan
#990RV8Q9G,Overwatcher310,7683,39,Boot Camp,goon
#V0QYRRGV9,Clasher,7823,37,Boot Camp,goon
#CG2LCYUV,Destroyer,8647,38,PANCAKES!,goon
#GJU0GU9C0,Clasher,9615,42,Legendary Arena,No Clan
#LQY2C9UQ8,Stef_5,8000,42,Clash Fest,No Clan
#GQUUCJG0G,bxtsht,8261,46,Clash Fest,goon
#C8QQCRP2P,na$ty,8117,42,Clash Fest,goon
#QRULCQVVP,buster66,8122,44,Clash Fest,goon
#GGU9V8P9R,SoccergoatMLA,7845,40,Boot Camp,No Clan
#QG882JPR9,*THE NOTRIOUS*,9201,42,Valkalla,goon
#RCY8JCV9G,brayi,8231,41,Clash Fest,No Clan
#J0UL09UJC,will,9032,41,Valkalla,Big Ds
#JQVGV88JR,בננה רקובה,8656,43,PANCAKES!,dragon fires
#98VUUQQPY,Ice Golem,10121,55,Lumberlove Cabin,goon
#GQR9UPV2R,cqrdin,9128,42,Valkalla,No Clan
#9PL0CUGPR,shaibot73 (^_^),9101,44,Valkalla,No Clan
#2QLCJQL99,itsWonton,9121,40,Valkalla,No Clan
#V990VPYLG,idangg,5573,29,Executioner's Kitchen,TheGang
#VU0UCJCYC,One Trick Miner,5025,26,Miner's Mine,TheGang
#RQ89QGP9C,yaniv,7418,38,Dragon Spa,TheGang
#VR9L8RCC0,THE GOAT,6530,36,Silent Sanctuary,TheGang
#U2JRLQCYR,iVexyQu❦,8248,41,Clash Fest,TheGang
#YGRY082LJ,Daniel king,7657,44,Boot Camp,TheGang
#VCU2GPRRV,DanielTGメ,7068,37,Dragon Spa,TheGang
#GVY90P9RQ,lil,10133,55,Lumberlove Cabin,TheGang
#20Y0UU2VVL,Adam,702,6,Barbarian Bowl,shrek
#UQVVG9JC8,mothana,1061,10,Spell Valley,shrek
#20989VRPPP,iwo,1088,11,Spell Valley,shrek
#UYRQQQQLG,Rambo,2103,18,Royal Arena,shrek
#GCCV29RYL,LEGEND,2542,24,Frozen Peak,shrek
#V2YC22QRV,بطه,4015,29,Spooky Town,shrek
#PLVJ9LC8G,(c5)abo waseem,3974,25,Spooky Town,shrek
#209UQUGP0P,Shrek,5434,33,Miner's Mine,Royal Bunghole
#V2CLV0Y09,zero,5029,25,Miner's Mine,shrek
